name,id,numeric_id,variant_group,sort_order,additional_badges,role_badges,badges,sort_feature,template,type,railtype,year,end_year,service,cars,power,secondary_power,cyl_d,cyl_len,cyl_n,steam_psi,rpm,wheel_d,ihp,weight,tender_weight,loading_speed,tractive_effort,te_coeff,speed,kmhish_speed,secondary_speed,speed_conf,length,scale_len,width,height,capacity,voxel_size,ttd_len,tender,articulated_lengths,effect_unit,manual_lengths,manual_ttd_len,layout,pantograph_unit,new_sprites,reuse_sprites,animated,wagon_formation_modifier,vehicle_life,lifespan,run_cost_penalty,purchase_penalty,speed_cost_factor,power_cost_factor,te_cost_factor,year_multiplier,capacity_factor,type_run_cost,type_purchase_cost,cost,running_cost,cost_gbp,run_cost_gbp,double_headed,dvt,use_mu_engine_logic,inhibit_lead,tilting,multiple_working,requires_second_power_car,purchase_length,enable_param,intro_month,cargo_age_period,pax_special,cargo_handling,default_cargo,era_id,category,era_cat,power_class,length_text,power_text,units_text,bio,gameplay_text,brake_text,additional_text,has_aged_variant
GCR Robinson Class 8K,robinson_8k,131,,47,,role/freight,"flag/GB,power/steam,role/freight",FEAT_TRAINS,locomotive,steam,RAIL,1911,1914,1966,,1250,,21,26,2,180,123,1.42,917.573623559539,75,42,,139,0.12,40,64,,,18.81,11.31,,,0,120x0x0,7,midland_tender,"2,3,2,2,1,2",,,,,,,,1,,34,63,,,8,6.25,6.95,0.99,0,1.15,1.7,53,86,"£41,406","£6,988",,,,,,,,,,4,,,,,edw,Freight,edw_Freight,steam_RAIL,{BLACK}Length: {GOLD}0.8 tiles{},,,"The Robinson 8K is a heavy freight engine based on earlier 0-8-0 designs, with a front pony truck to improve the ride and axle loads at the front of the locomotive.",,,"{BLACK}Length: {GOLD}0.8 tiles{}{SILVER}The Robinson 8K is a heavy freight engine based on earlier 0-8-0 designs, with a front pony truck to improve the ride and axle loads at the front of the locomotive.",
"LNER Gresley K2 ""Ragtimer""",gresley_k2,133,,48,,role/freight,"flag/GB,power/steam,role/freight",FEAT_TRAINS,locomotive,steam,RAIL,1912,,1962,,1050,,20,26,2,180,142,1.7,955.882352941177,61,,,104,0.17,55,88,,,14.4,10,,,0,102x0x0,6,gresley_tender,"2,2,2,2,1,2",,,,,,,,1,,30,58,5,,11,5.25,5.2,0.98,0,1.15,1.7,53,91,"£41,406","£7,394",,,,,,,,,,5,,,,,edw,Freight,edw_Freight,steam_RAIL,{BLACK}Length: {GOLD}0.7 tiles{},,,"The Gresley K2 is a freight engine, designed for the GNR which had been using passenger engines to haul goods trains.",,,"{BLACK}Length: {GOLD}0.7 tiles{}{SILVER}The Gresley K2 is a freight engine, designed for the GNR which had been using passenger engines to haul goods trains.",
LNWR Claughton Class,lnwr_claughton,1035,,49,,role/express_passenger,"flag/GB,power/steam,role/express_passenger",FEAT_TRAINS,locomotive,steam,RAIL,1913,,1949,,1600,,15.75,26,4,175,177,2.05,1442.48588206763,79,35,5,120,0.11,83,133,,,12,12,,,,120x0x0,7,lnwr_tender,"2,3,2,2,1,2",,,,,,,,1,,26,44,3,,16.6,8,6,0.98,0,1.15,1.7,72,116,"£56,250","£9,425",,,,,,,,,,3,,,,,edw,Express,edw_Express,steam_RAIL,{BLACK}Length: {GOLD}0.8 tiles{},,,"The Claughton Class, named after the LNWR's chairman at the time, was unfortunately compromised by the Crewe works being unable to build a large boiler.",,,"{BLACK}Length: {GOLD}0.8 tiles{}{SILVER}The Claughton Class, named after the LNWR's chairman at the time, was unfortunately compromised by the Crewe works being unable to build a large boiler.",
LNER Raven EF1,lner_raven_ef1,135,,50,,role/freight,"flag/GB,power/electric,role/freight",FEAT_TRAINS,locomotive,electric,ELRL,1914,1919,1950,,1100,,,,,,,,,76,,,140,0.18,35,56,,,12,12,,,0,120x0x0,7,,"2,3,2",,,,,,,,,,16,44,,8,7,5.5,7,0.98,0,0.85,2.3,75,56,"£58,594","£4,550",,,,,,,,,,6,,,,,edw,Freight (Electric),edw_Freight (Electric),electric_ELRL,{BLACK}Length: {GOLD}0.5 tiles{},,,The LNER EF1 is an early electric freight engine designed for hauling heavy coal trains.,,,{BLACK}Length: {GOLD}0.5 tiles{}{SILVER}The LNER EF1 is an early electric freight engine designed for hauling heavy coal trains.,
LNER Tender,lner_tender,-1,,-1,,role/mixed,"flag/GB,role/mixed",,tender,tender,RAIL,1870,,,,,,,,,,,,,42,,,,,,,,,7.5,8,,,0,82x0x0,5,,"2,1,2",,,,,,,,,,30,,,,0,0,0,1.00,0,0,0,0,0,£0,£0,,,,,,,,,,,,,,,vct,Mixed Traffic,vct_Mixed Traffic,tender_RAIL,{BLACK}Length: {GOLD}0.4 tiles{},,,,,,{BLACK}Length: {GOLD}0.4 tiles{}{SILVER},
GCR Robinson 9P,gcr_9p,1036,,51,,role/express_passenger,"flag/GB,power/steam,role/express_passenger",FEAT_TRAINS,locomotive,steam,RAIL,1917,,1949,,1650,,16,26,4,180,191,2.06,1652.2506619594,86,35,5,112,0.09,90,144,,,12,12,,,,120x0x0,7,lner_tender,"2,3,2,2,1,2",,,,,,,,1,,27,40,7,4,18,8.25,5.6,0.98,0,1.15,1.7,79,123,"£61,719","£9,994",,,,,,,,,,3,,,,,edw,Express,edw_Express,steam_RAIL,{BLACK}Length: {GOLD}0.8 tiles{},,,Robinson's 9P was a four-cylinder express locotive introduced toward the end of his time at the GCR. Early versions suffered from high coal consumption due to narrow steam passages.,,,{BLACK}Length: {GOLD}0.8 tiles{}{SILVER}Robinson's 9P was a four-cylinder express locotive introduced toward the end of his time at the GCR. Early versions suffered from high coal consumption due to narrow steam passages.,
"Midland Railway ""Lickey Banker""",lickey_banker,132,,52,,role/freight,"flag/GB,power/steam,role/freight",FEAT_TRAINS,locomotive,steam,RAIL,1919,,1956,,1400,,16.75,28,4,180,125,1.4,1275.28409090909,74.8,31.9,,193,0.18,40,64,,,,13,,,0,136x0x0,8,lickey_tender,"2,4,2,2,1,2",,,,,,,,1,,31,45,,4,8,7,9.65,0.97,0,1.15,1.7,63,94,"£49,219","£7,638",,,,,,,,,,3,,,,,edw,Freight,edw_Freight,steam_RAIL,{BLACK}Length: {GOLD}0.9 tiles{},,,"The ""Lickey Banker"" was a single 0-10-0 engine built to help add power and tractive effort to trains climbing the 1 in 37 Lickey Incline.",,,"{BLACK}Length: {GOLD}0.9 tiles{}{SILVER}The ""Lickey Banker"" was a single 0-10-0 engine built to help add power and tractive effort to trains climbing the 1 in 37 Lickey Incline.",
GER D81 Class,ger_d81_class,134,,53,,role/freight,"flag/GB,power/steam,role/freight",FEAT_TRAINS,locomotive,steam,RAIL,1920,,1960,,1250,,20,28,2,180,175,1.5,1272.72727272727,55.6,32,,129,0.15,60,96,,,16.61,10,,,0,102x0x0,6,gresley_tender,"2,2,2,2,1,2",,,,,,,,1,,30,48,,,12,6.25,6.45,0.97,0,1.15,1.7,59,94,"£46,094","£7,638",,,,,,,,,,4,,,,,edw,Freight,edw_Freight,steam_RAIL,{BLACK}Length: {GOLD}0.7 tiles{},,,"The D81 (later LNER J20 Class) continued the GER's habit of building powerful 0-6-0s, and remained the most powerful British 0-6-0 tender locomotive for over twenty years.",,,"{BLACK}Length: {GOLD}0.7 tiles{}{SILVER}The D81 (later LNER J20 Class) continued the GER's habit of building powerful 0-6-0s, and remained the most powerful British 0-6-0 tender locomotive for over twenty years.",
Midland Railway 1528 Class,midland_1528_class,137,,54,,role/mixed,"flag/GB,power/steam,role/mixed",FEAT_TRAINS,locomotive,steam,RAIL,1921,,1962,,450,,15,22,2,160,159,1.1,454.545454545454,33.3,,,65,0.20,40,64,,,,8,,,0,82x0x0,5,,"2,1,2",,,,,,,,1,,33,49,-15,-9,8,2.25,3.25,0.97,0,1.15,1.7,27,48,"£21,094","£3,900",,,,,,,,,,6,,,,,edw,Cheap,edw_Cheap,steam_RAIL,{BLACK}Length: {GOLD}0.4 tiles{},,,"The 1528 class is a small 0-4-0 tank engine. Designed for shunting, it was built in two batches, the first in 1907 and the second (as here) with minor detail changes in 1921",,,"{BLACK}Length: {GOLD}0.4 tiles{}{SILVER}The 1528 class is a small 0-4-0 tank engine. Designed for shunting, it was built in two batches, the first in 1907 and the second (as here) with minor detail changes in 1921",
LNWR G2 Class,lnwr_g2_class,139,,55,,role/freight,"flag/GB,power/steam,role/freight",FEAT_TRAINS,locomotive,steam,RAIL,1921,1922,1964,,1000,,20.5,24,2,175,157,1.39,1002.06766405058,63,41.4,,125,0.12,50,80,,,,10,,,0,102x0x0,6,lms_tender,"2,2,2,2,1,2",,,,,,,,1,,30,51,,,10,5,6.25,0.97,0,1.15,1.7,52,84,"£40,625","£6,825",,,,,,,,,,7,,,,,edw,Freight,edw_Freight,steam_RAIL,{BLACK}Length: {GOLD}0.7 tiles{},,,"The LNWR G2 is an 0-8-0 freight locomotive, built from scratch as a new class and never rebuilt instead of the usual LNWR practice of rebuilding existing 8-coupled locomotives.",,,"{BLACK}Length: {GOLD}0.7 tiles{}{SILVER}The LNWR G2 is an 0-8-0 freight locomotive, built from scratch as a new class and never rebuilt instead of the usual LNWR practice of rebuilding existing 8-coupled locomotives.",
Caledonian 72 Class,caledonian_72_class,141,,56,,role/express_passenger,"flag/GB,power/steam,role/express_passenger",FEAT_TRAINS,locomotive,steam,RAIL,1921,1922,1959,,1350,,20.5,26,2,180,196,1.9,1388.68495813397,62.2,40,,95,0.09,85,136,,,,10,,,0,102x0x0,6,lms_tender,"2,2,2,2,1,2",,,,,,,,,,31,46,,,17,6.75,4.75,0.97,0,1.15,1.7,67,105,"£52,344","£8,531",,,,,,,,,,8,,,,,edw,Express,edw_Express,steam_RAIL,{BLACK}Length: {GOLD}0.7 tiles{},,,"The Caledonian 72 class was a 4-4-0 express locomotive, later inherited by the LMS after grouping.",,,"{BLACK}Length: {GOLD}0.7 tiles{}{SILVER}The Caledonian 72 class was a 4-4-0 express locomotive, later inherited by the LMS after grouping.",
GCR Robinson 9Q,gcr_9q,1037,,57,,role/express_passenger,"flag/GB,power/steam,role/express_passenger",FEAT_TRAINS,locomotive,steam,RAIL,1921,,1950,,1650,,16,26,4,180,165,1.72,1429.1754756871,94,35,5,133,0.10,65,104,,,12,12,,,,120x0x0,7,lner_tender,"2,3,2,2,1,2",,,,,,,,1,,26,37,14,11,13,8.25,6.65,0.97,0,1.15,1.7,77,117,"£60,156","£9,506",,,,,,,,,,3,,,,,edw,Express,edw_Express,steam_RAIL,{BLACK}Length: {GOLD}0.8 tiles{},,,"The 9Q is a freight adaptation of the 9P, which had an exceptional turn of speed for a high tractive effort engine. It earnt the name ""Black Pig"" for its heavy coal consumption.",,,"{BLACK}Length: {GOLD}0.8 tiles{}{SILVER}The 9Q is a freight adaptation of the 9P, which had an exceptional turn of speed for a high tractive effort engine. It earnt the name ""Black Pig"" for its heavy coal consumption.",
LNER Raven A2,lner_raven_a2,1040,,-1,,role/mixed,"flag/GB,power/steam,role/mixed",,na,steam,RAIL,1922,1924,,,,,,,,,,,,,,,119,,,0,,,,,,,,0x0x0,0,,na,,,,,,,,1,,30,,,,0,0,5.95,0.97,0,1.15,1.7,20,43,"£15,625","£3,494",,,,,,,,,,8,,,,,edw,Mixed Traffic,edw_Mixed Traffic,steam_RAIL,Err:502,,,,,,Err:502,
Fowler 4F,fowler_4f,136,,58,,role/mixed,"flag/GB,power/steam,role/mixed",FEAT_TRAINS,locomotive,steam,RAIL,1923,,1966,,950,,20,26,2,175,150,1.6,987.413194444445,91.3,,,109,0.12,55,88,,,15.8,10,,,0,102x0x0,6,midland_tender,"2,2,2,2,1,2",,,,,,,,1,,36,51,,,11,4.75,5.45,0.97,0,1.15,1.7,52,84,"£40,625","£6,825",,,,,,,,,,9,,,,,big4,Mixed Traffic,big4_Mixed Traffic,steam_RAIL,{BLACK}Length: {GOLD}0.7 tiles{},,,The Fowler 4F is a development of the earlier Midland 3835 class.,,,{BLACK}Length: {GOLD}0.7 tiles{}{SILVER}The Fowler 4F is a development of the earlier Midland 3835 class.,
GWR Castle Class,gwr_castle_class,138,,59,,role/express_passenger,"flag/GB,power/steam,role/express_passenger",FEAT_TRAINS,locomotive,steam,RAIL,1923,1950,1950,,1900,,16,26,4,225,223,2,2410.90909090909,81.1,48,,141,0.11,102,163,,1,19.86,12.22,,4.07,0,120x0x61,7,collett_tender,"2,3,2,2,1,2",,,,,,,,1,,30,35,,,20.4,9.5,7.05,0.97,0,1.15,1.7,85,130,"£66,406","£10,563",,,,,,,,,,10,,,,,big4,Express,big4_Express,steam_RAIL,{BLACK}Length: {GOLD}0.8 tiles{},,,"The Castle Class is a large, powerful express locomotive designed by GWR Chief Mechanical Engineer Charles Collett",,,"{BLACK}Length: {GOLD}0.8 tiles{}{SILVER}The Castle Class is a large, powerful express locomotive designed by GWR Chief Mechanical Engineer Charles Collett",
LNWR 380 Class,lnwr_380_class,143,,60,,role/freight,"flag/GB,power/steam,role/freight",FEAT_TRAINS,locomotive,steam,RAIL,1923,,1951,,1000,,20,26,2,185,145,1.36,1004.76270053476,61,,,133,0.22,45,72,,,,14,,,0,136x0x0,8,,"2,4,2",,,,,,,,1,,30,36,,,9,5,6.65,0.97,0,1.15,1.7,50,82,"£39,063","£6,663",,,,,,,,,,5,,,,,big4,Freight,big4_Freight,steam_RAIL,{BLACK}Length: {GOLD}0.5 tiles{},,,The LNWR 380 class is a large tank locomotive with an 0-8-4T chassis. It was derived from the LNWR's 0-8-0 tender engines and similar 0-8-2T tanks.,,,{BLACK}Length: {GOLD}0.5 tiles{}{SILVER}The LNWR 380 class is a large tank locomotive with an 0-8-4T chassis. It was derived from the LNWR's 0-8-0 tender engines and similar 0-8-2T tanks.,
GWR 5600 Class,gwr_5600_class,142,,61,,role/mixed,"flag/GB,power/steam,role/mixed",FEAT_TRAINS,locomotive,steam,RAIL,1924,1928,1965,,900,,,,,,,,,62,,,115,0.19,50,80,,,11.43,11.43,,,0,120x0x0,7,,"2,3,2",,,,,,,,1,,33,49,,,10,4.5,5.75,0.97,0,1.15,1.7,50,81,"£39,063","£6,581",,,,,,,,,,12,,,,,big4,Mixed Traffic,big4_Mixed Traffic,steam_RAIL,{BLACK}Length: {GOLD}0.5 tiles{},,,"The 5600 Class is a large tank engine that offers more power and tractive effort than smaller 0-6-0 tank engines, at the expense of greater weight and higher running costs.",,,"{BLACK}Length: {GOLD}0.5 tiles{}{SILVER}The 5600 Class is a large tank engine that offers more power and tractive effort than smaller 0-6-0 tank engines, at the expense of greater weight and higher running costs.",
"Fowler 3F ""Jinty""",fowler_3f_jinty,140,,62,,role/mixed,"flag/GB,power/steam,role/mixed",FEAT_TRAINS,locomotive,steam,RAIL,1924,,1967,,650,,18,26,2,160,141,1.4,683.766233766234,50.2,,,93,0.19,45,72,,,9.57,9.57,,,0,102x0x0,6,,"2,2,2",,,,,,,,1,,48,51,,,9,3.25,4.65,0.97,0,1.15,1.7,43,72,"£33,594","£5,850",,,,,,,,,,11,,,,,big4,Cheap,big4_Cheap,steam_RAIL,{BLACK}Length: {GOLD}0.4 tiles{},,,The Jinty is a popular tank engine that was built in large quantities. Although small and low powered it is reliable and cheap to run. Jinties were sometimes run in pairs (or more) for working on steep inclines.,,,{BLACK}Length: {GOLD}0.4 tiles{}{SILVER}The Jinty is a popular tank engine that was built in large quantities. Although small and low powered it is reliable and cheap to run. Jinties were sometimes run in pairs (or more) for working on steep inclines.,
LNER U1,lner_u1,1038,,63,,role/freight,"flag/GB,power/steam,role/freight",FEAT_TRAINS,multiple_unit,steam,RAIL,1925,,1955,3,2500,,18.5,26,6,190,139,1.422,2533.31625191791,181,,5,324,0.18,45,72,,,12,12,,,,120x0x0,7,,"2,3,2",,,,"lner_u1,lner_u1_mid,lner_u1_rear",,"1,1,1",,"1,0,1",,24,38,,,9,12.5,16.2,0.97,0,1.15,1.275,64,132,"£50,000","£10,725",,,1,,,,,"23,26",,5,,,,,big4,Freight,big4_Freight,steam_RAIL,{BLACK}Length: {GOLD}1.4 tiles{},,{BLACK}Cars: {GOLD}3,"The largest British steam locomotive ever built, the one-off U1 was designed by Sir Nigel Gresley as a banking engine for the Woodhead line. Although powerful it struggled to find a use after the Woodhead line was electrified, being scrapped in 1955.",,,"{BLACK}Cars: {GOLD}3{}{BLACK}Length: {GOLD}1.4 tiles{}{SILVER}The largest British steam locomotive ever built, the one-off U1 was designed by Sir Nigel Gresley as a banking engine for the Woodhead line. Although powerful it struggled to find a use after the Woodhead line was electrified, being scrapped in 1955.",
LMS Hughes Crab,hughes_crab,144,,64,,role/express_passenger,"flag/GB,power/steam,role/express_passenger",FEAT_TRAINS,locomotive,steam,RAIL,1926,1932,1967,,1400,,21,26,2,180,191,1.6,1425.10653409091,67,46,,118,0.10,70,112,,,10.44,10.44,,,0,102x0x0,6,stanier_tender,"2,2,2,2,1,2",,,,,,,,1,,28,49,,,14,7,5.9,0.97,0,1.15,1.7,63,100,"£49,219","£8,125",,,,,,,,,,1,,,,,big4,Express,big4_Express,steam_RAIL,{BLACK}Length: {GOLD}0.7 tiles{},,,"The Hughes Crab was named for its distinctive ""scuttling"" motion, caused by the inclined cylinders.",,,"{BLACK}Length: {GOLD}0.7 tiles{}{SILVER}The Hughes Crab was named for its distinctive ""scuttling"" motion, caused by the inclined cylinders.",
LNER Gresley D49,gresley_d49,145,,65,,role/passenger,"flag/GB,power/steam,role/passenger",FEAT_TRAINS,locomotive,steam,RAIL,1927,,1961,,1200,,17,26,3,180,164,2,1200.74573863636,66,53,,96,0.08,75,120,,,17.9,10.4,,,0,102x0x0,6,gresley_tender,"2,2,2,2,1,2",,,,,,,,1,,30,42,,,15,6,4.8,0.96,0,1.15,1.7,61,96,"£47,656","£7,800",,,,,,,,,,2,,,,,big4,Passenger,big4_Passenger,steam_RAIL,{BLACK}Length: {GOLD}0.7 tiles{},,,The D49 is a Nigel Gresley designed 4-4-0 locomotive for passenger traffic.,,,{BLACK}Length: {GOLD}0.7 tiles{}{SILVER}The D49 is a Nigel Gresley designed 4-4-0 locomotive for passenger traffic.,
GWR King Class,gwr_king_class,146,,66,,role/express_passenger,"flag/GB,power/steam,role/express_passenger",FEAT_TRAINS,locomotive,steam,RAIL,1927,1936,1962,,2300,,16.25,28,4,250,232,1.98,3094.16669058004,90.4,47,,179,0.13,105,168,,,20.78,13.28,,4.08,0,136x0x61,8,collett_tender,"2,4,2,2,1,2",,,,,,,,1,,30,43,,,21,11.5,8.95,0.96,0,1.15,1.7,94,143,"£73,438","£11,619",,,,,,,,,,3,,,,,big4,Express,big4_Express,steam_RAIL,{BLACK}Length: {GOLD}0.9 tiles{},,,"The King Class is a larger and more powerful development of the Castle Class, designed for even higher sustained speeds.",,,"{BLACK}Length: {GOLD}0.9 tiles{}{SILVER}The King Class is a larger and more powerful development of the Castle Class, designed for even higher sustained speeds.",
LMS Fowler 2-6-4T,fowler_264t,147,,67,,role/mixed,"flag/GB,power/steam,role/mixed",FEAT_TRAINS,locomotive,steam,RAIL,1927,1934,1966,,950,,19,26,2,200,206,1.7,1394.23648247178,87.6,,,102,0.12,80,128,,,14.4,14.4,,,0,136x0x0,8,,"2,4,2",,,,,,,,1,,30,47,,,16,4.75,5.1,0.96,0,1.15,1.7,61,97,"£47,656","£7,881",,,,,,,,,,4,,,,,big4,Mixed Traffic,big4_Mixed Traffic,steam_RAIL,{BLACK}Length: {GOLD}0.5 tiles{},,,"Fowler's 2-6-4T achieved high speeds for a tank engine, and was typically used on longer distance services.",,,"{BLACK}Length: {GOLD}0.5 tiles{}{SILVER}Fowler's 2-6-4T achieved high speeds for a tank engine, and was typically used on longer distance services.",
LMS Beyer Garratt,lms_beyer_garratt,1039,,68,,role/freight,"flag/GB,power/steam,role/freight",FEAT_TRAINS,multiple_unit,steam,RAIL,1927,,1958,3,2000,,18.5,26,4,190,127,1.72,1551.41072791872,148,,5,203,0.14,50,80,,,10,10,,,,102x0x0,6,,"2,2,2",,,,"lms_beyer_garratt,lms_beyer_garratt_mid,lms_beyer_garratt_rear",,"1,1,1",,"1,0,1",,26,39,,,10,10,10.15,0.96,0,1.15,1.275,52,109,"£40,625","£8,856",,,1,,,,,"21,22",,5,,,,,big4,Freight,big4_Freight,steam_RAIL,{BLACK}Length: {GOLD}1.2 tiles{},,{BLACK}Cars: {GOLD}3,"The LMS Beyer Garratt was the most-produced Garratt type locomotive, designed for hauling heavy freight. While they suffered from poor fuel efficiency and high maintenance requirements, they survived in service to the late 1950s.",,,"{BLACK}Cars: {GOLD}3{}{BLACK}Length: {GOLD}1.2 tiles{}{SILVER}The LMS Beyer Garratt was the most-produced Garratt type locomotive, designed for hauling heavy freight. While they suffered from poor fuel efficiency and high maintenance requirements, they survived in service to the late 1950s.",
GWR Hall Class,gwr_hall_class,148,,69,,role/mixed,"flag/GB,power/steam,role/mixed",FEAT_TRAINS,locomotive,steam,RAIL,1928,1943,1965,,1600,,18.5,30,2,225,195,1.8,1620.50189393939,76.2,47,,121,0.10,80,128,,,19.2,11.7,,4.04,0,120x0x60,7,collett_tender,"2,3,2,2,1,2",,,,,,,,1,,30,45,,,16,8,6.05,0.96,0,1.15,1.7,70,109,"£54,688","£8,856",,,,,,,,,,5,,,,,big4,Mixed Traffic,big4_Mixed Traffic,steam_RAIL,{BLACK}Length: {GOLD}0.8 tiles{},,,"The GWR 4900 Hall Class set the template for the 4-6-0 mixed traffic locomotive, fast enough for express passenger services with enough tractive effort for freight.",,,"{BLACK}Length: {GOLD}0.8 tiles{}{SILVER}The GWR 4900 Hall Class set the template for the 4-6-0 mixed traffic locomotive, fast enough for express passenger services with enough tractive effort for freight.",
LNER Gresley A3,gresley_a3,149,,70,,role/express_passenger,"flag/GB,power/steam,role/express_passenger",FEAT_TRAINS,locomotive,steam,RAIL,1928,1935,1966,,2100,,19,26,3,220,236,2,2639.8125,92.8,54,,146,0.10,108,173,,1,21.46,13.96,,,0,136x0x0,8,four_axle_tender,"2,4,2,2,1,2",,,,,,,,1,,32,46,,,21.6,10.5,7.3,0.96,0,1.15,1.7,90,136,"£70,313","£11,050",,,,,,,,,,6,,,,,big4,Express,big4_Express,steam_RAIL,{BLACK}Length: {GOLD}0.9 tiles{},,,The Gresley A3 is a Pacific (4-6-2) locomotive famed for its 100mph+ performance hauling LNER's Flying Scotsman service.,,,{BLACK}Length: {GOLD}0.9 tiles{}{SILVER}The Gresley A3 is a Pacific (4-6-2) locomotive famed for its 100mph+ performance hauling LNER's Flying Scotsman service.,
LMS Patriot Class,lms_patriot,150,,71,,role/express_passenger,"flag/GB,power/steam,role/express_passenger",FEAT_TRAINS,locomotive,steam,RAIL,1930,1934,1965,,1200,,,,,,,,,82,44,,118,0.09,90,144,,1,11.76,11.76,,,0,120x0x0,7,stanier_tender,"2,3,2,2,1,2",,,,,,,,1,,34,43,,,18,6,5.9,0.96,0,1.15,1.7,69,108,"£53,906","£8,775",,,,,,,,,,11,,,,,big4,Express,big4_Express,steam_RAIL,{BLACK}Length: {GOLD}0.8 tiles{},,,"The Patriot class combined the Royal Scot chassis with boilers from the LNWR's Large Claughton class. Although none were preserved, there is a project to build a new Patriot-class locomotive.",,,"{BLACK}Length: {GOLD}0.8 tiles{}{SILVER}The Patriot class combined the Royal Scot chassis with boilers from the LNWR's Large Claughton class. Although none were preserved, there is a project to build a new Patriot-class locomotive.",
GWR 5700 Pannier Tank,gwr_5700_class,151,,72,,role/mixed,"flag/GB,power/steam,role/mixed",FEAT_TRAINS,locomotive,steam,RAIL,1929,1950,1971,,750,,17.5,24,2,200,188,1.4,994.318181818182,48.3,,,100,0.21,60,96,,1,9.5,9.5,,3.735,0,102x0x56,6,,"2,2,2",,,,,,,,1,,37,50,,,12,3.75,5,0.96,0,1.15,1.7,50,82,"£39,063","£6,663",,,,,,,,,,7,,,,,big4,Cheap,big4_Cheap,steam_RAIL,{BLACK}Length: {GOLD}0.4 tiles{},,,"The 5700 class numbered 863 locomotives, and was ubiquitous across the GWR network.",,,"{BLACK}Length: {GOLD}0.4 tiles{}{SILVER}The 5700 class numbered 863 locomotives, and was ubiquitous across the GWR network.",
SR Schools Class,sr_schools_class,152,,73,,role/express_passenger,"flag/GB,power/steam,role/express_passenger",FEAT_TRAINS,locomotive,steam,RAIL,1930,1935,1961,,1750,,16.5,26,3,220,208,2,1751.19140625,68.2,43.1,,111,0.10,95,152,,,17.93,10.43,,3.96,0,102x0x59,6,sr_tender,"2,2,2,2,1,2",,,,,,,,1,,29,39,,,19,8.75,5.55,0.96,0,1.15,1.7,76,118,"£59,375","£9,588",,,,,,,,,,8,,,,,big4,Express,big4_Express,steam_RAIL,{BLACK}Length: {GOLD}0.7 tiles{},,,"The Schools class was the most powerful 4-4-0 locomotive produced in  Europe, and the last British locomotive with such a wheel layout.",,,"{BLACK}Length: {GOLD}0.7 tiles{}{SILVER}The Schools class was the most powerful 4-4-0 locomotive produced in  Europe, and the last British locomotive with such a wheel layout.",
GWR 1400 Class,gwr_1400_class,153,,74,,role/mixed,"flag/GB,power/steam,role/mixed",FEAT_TRAINS,locomotive,steam,RAIL,1932,1936,1965,,600,,16,24,2,165,219,1.6,800,43,,,62,0.14,80,128,,,9.12,9.12,,3.82,0,82x0x57,5,,"2,1,2",,,,,,,,1,,36,41,,,16,3,3.1,0.96,0,1.15,1.7,53,85,"£41,406","£6,906",,,,,,,,,,10,,,,,big4,Cheap,big4_Cheap,steam_RAIL,{BLACK}Length: {GOLD}0.4 tiles{},,,"The 1400 class (originally the 4800 class) is an update of an 1868 design with more modern features. Although small, it is capable of high speed.",,,"{BLACK}Length: {GOLD}0.4 tiles{}{SILVER}The 1400 class (originally the 4800 class) is an update of an 1868 design with more modern features. Although small, it is capable of high speed.",
LMS Stanier Class 5,stanier_class_5,154,,75,,role/mixed,"flag/GB,power/steam,role/mixed",FEAT_TRAINS,locomotive,steam,RAIL,1934,1951,1967,,1250,,,,,,,,,73.4,46,,113,0.09,92,147,,1,11.76,11.76,,,0,120x0x0,7,stanier_tender_black,"2,3,2,2,1,2",,,,,,,,1,,34,41,,,18.4,6.25,5.65,0.95,0,1.15,1.7,70,108,"£54,688","£8,775",,,,,,,,,,11,,,,,big4,Mixed Traffic,big4_Mixed Traffic,steam_RAIL,{BLACK}Length: {GOLD}0.8 tiles{},,,"The Stanier Class 5, commonly known as the ""Black 5"", was a workhorse for the LMS and into the British Rail era. Although intended as a mixed traffic locomotive it was capable of high top speeds.",,,"{BLACK}Length: {GOLD}0.8 tiles{}{SILVER}The Stanier Class 5, commonly known as the ""Black 5"", was a workhorse for the LMS and into the British Rail era. Although intended as a mixed traffic locomotive it was capable of high top speeds.",
LMS Stanier Jubilee,stanier_jubilee,155,,76,,role/express_passenger,"flag/GB,power/steam,role/express_passenger",FEAT_TRAINS,locomotive,steam,RAIL,1934,1936,1967,,1375,,,,,,,,,80.8,52,,118,0.09,95,152,,1,12.09,12.09,,,0,120x0x0,7,stanier_tender,"2,3,2,2,1,2",,,,,,,,1,,34,41,,,19,6.875,5.9,0.95,0,1.15,1.7,73,112,"£57,031","£9,100",,,,,,,,,,12,,,,,big4,Express,big4_Express,steam_RAIL,{BLACK}Length: {GOLD}0.8 tiles{},,,"The Jubilee is the counterpart to the Class 5, often called the ""Red Stanier"" due to its red LMS livery. It was intended for passenger work, with slightly larger diameter driving wheels giving a higher top speed.",,,"{BLACK}Length: {GOLD}0.8 tiles{}{SILVER}The Jubilee is the counterpart to the Class 5, often called the ""Red Stanier"" due to its red LMS livery. It was intended for passenger work, with slightly larger diameter driving wheels giving a higher top speed.",
